"patient_id","question_id","model","score_bleu","score_rouge_l","score_bert"
37,9,"gpt-4o",0.31149125,0.72307694,0.95475835
38,0,"gpt-4o",0.821136,0.962963,0.99366134
38,1,"gpt-4o",0.59694916,0.8888889,0.98088485
38,2,"gpt-4o",0.17226253,0.4878049,0.9262425
38,3,"gpt-4o",0.42007995,0.7883212,0.9597898
38,4,"gpt-4o",0.6230032,0.8148148,0.97196674
38,5,"gpt-4o",0.8423627,1.0,0.9931791
38,6,"gpt-4o",0.14358701,0.6486486,0.9429759
38,7,"gpt-4o",0.59460354,1.0,0.9879457
38,8,"gpt-4o",0.0,0.7692308,0.9586556
38,9,"gpt-4o",0.0,0.13333334,0.8382073
39,0,"gpt-4o",0.5515954,0.7878788,0.96990937
39,1,"gpt-4o",0.0,0.17391305,0.87706894
39,2,"gpt-4o",0.0,0.2,0.85024995
39,3,"gpt-4o",0.27830198,0.69491524,0.93651265
39,4,"gpt-4o",0.65563977,0.84615386,0.9699796
39,5,"gpt-4o",1.0,1.0,1.0
39,6,"gpt-4o",0.388559,0.8192771,0.96176493
39,7,"gpt-4o",0.0,0.25,0.88407564
39,8,"gpt-4o",0.45480192,0.85714287,0.98201025
39,9,"gpt-4o",0.15729836,0.59574467,0.93248045
40,0,"gpt-4o",0.4249273,0.7076923,0.9627867
40,1,"gpt-4o",1.0,1.0,1.0
40,2,"gpt-4o",0.1449773,0.52380955,0.9323087
40,3,"gpt-4o",0.40347365,0.75,0.9557957
40,4,"gpt-4o",0.6350009,0.8679245,0.9720001
40,5,"gpt-4o",0.8555262,1.0,0.9938894
40,6,"gpt-4o",0.59752816,0.8965517,0.9803187
40,7,"gpt-4o",0.59460354,1.0,0.9878214
40,8,"gpt-4o",0.0,0.5882353,0.9172974
40,9,"gpt-4o",0.3752837,0.8194444,0.967805
41,0,"gpt-4o",1.0,1.0,1.0
41,1,"gpt-4o",0.59694916,0.8888889,0.98088485
41,2,"gpt-4o",0.1587747,0.5365854,0.9293364
41,3,"gpt-4o",0.26832056,0.7619048,0.9442747
41,4,"gpt-4o",0.42706758,0.6792453,0.95971835
41,5,"gpt-4o",1.0,1.0,1.0
41,6,"gpt-4o",0.30053553,0.8045977,0.96614856
41,7,"gpt-4o",0.4497332,0.95652175,0.9867304
41,8,"gpt-4o",0.0,0.7692308,0.9586556
41,9,"gpt-4o",0.24715255,0.74242425,0.94719976
42,0,"gpt-4o",0.6877083,0.8965517,0.98438096
42,1,"gpt-4o",0.0,0.17391305,0.877921
42,2,"gpt-4o",0.20855725,0.57894737,0.9322365
42,3,"gpt-4o",0.32197544,0.70149255,0.96158296
42,4,"gpt-4o",0.22366895,0.45,0.91321456
42,5,"gpt-4o",1.0,1.0,1.0
42,6,"gpt-4o",0.14165923,0.6486486,0.94317377
42,7,"gpt-4o",0.0,0.2857143,0.89193887
42,8,"gpt-4o",0.0,0.7692308,0.9586556
42,9,"gpt-4o",0.25869417,0.67142856,0.9341346
43,0,"gpt-4o",0.821136,0.9259259,0.9904696
43,1,"gpt-4o",0.43748114,0.84615386,0.96760213
43,2,"gpt-4o",0.0,0.1875,0.84922516
43,3,"gpt-4o",0.0,0.4,0.93086714
43,4,"gpt-4o",0.65146136,0.95,0.9893481
43,5,"gpt-4o",0.8423627,1.0,0.9926212
43,6,"gpt-4o",0.85073316,0.9655172,0.9831952
43,7,"gpt-4o",0.59460354,1.0,0.9873173
43,8,"gpt-4o",0.0,0.5714286,0.92898536
43,9,"gpt-4o",0.0,0.09375,0.8408396
44,0,"gpt-4o",0.30854452,0.6956522,0.9518107
44,1,"gpt-4o",0.0,0.32,0.88756937
44,2,"gpt-4o",0.1587747,0.5365854,0.93063277
44,3,"gpt-4o",0.5673744,0.8,0.97109723
44,4,"gpt-4o",0.2659887,0.5283019,0.9374357
44,5,"gpt-4o",0.8423627,1.0,0.99366903
44,6,"gpt-4o",0.45346338,0.72727275,0.95804155
44,7,"gpt-4o",0.28256774,0.85714287,0.9621576
44,8,"gpt-4o",0.0,0.6666667,0.9528417
44,9,"gpt-4o",0.39082998,0.6666667,0.94495016
45,0,"gpt-4o",0.57693034,0.8125,0.9721345
45,1,"gpt-4o",1.0,1.0,0.9999998
45,2,"gpt-4o",0.14581709,0.4651163,0.9266506
45,3,"gpt-4o",0.20077902,0.61946905,0.9414573
45,4,"gpt-4o",0.650843,0.8695652,0.9655098
45,5,"gpt-4o",0.07108362,0.19444445,0.85940224
45,6,"gpt-4o",0.47533256,0.74666667,0.9608432
45,7,"gpt-4o",0.28256774,0.85714287,0.9621576
45,8,"gpt-4o",0.0,0.7692308,0.9586556
45,9,"gpt-4o",0.21396466,0.5470086,0.9138376
46,0,"gpt-4o",1.0,1.0,1.0000001
46,1,"gpt-4o",0.8153551,0.9375,0.9956157
46,2,"gpt-4o",1.0,1.0,1.0
46,3,"gpt-4o",0.0,0.4,0.9301795
46,4,"gpt-4o",0.4335347,0.68292683,0.95797575
46,5,"gpt-4o",0.8555262,1.0,0.9931808
46,6,"gpt-4o",0.42118135,0.8,0.97982323
46,7,"gpt-4o",0.36282414,0.94736844,0.97069514
46,8,"gpt-4o",0.0,0.32258064,0.8954427
46,9,"gpt-4o",0.30339918,0.72727275,0.95602846
47,0,"gpt-4o",0.34788296,0.6969697,0.9518926
47,1,"gpt-4o",0.59869087,0.9,0.97943056
47,2,"gpt-4o",0.1341582,0.45454547,0.9296625
47,3,"gpt-4o",0.2532898,0.72727275,0.9554112
47,4,"gpt-4o",0.4125695,0.6792453,0.9462886
47,5,"gpt-4o",0.8423627,1.0,0.99366903
47,6,"gpt-4o",0.51642984,0.90909094,0.97907835
47,7,"gpt-4o",0.22006397,0.7826087,0.9584061
47,8,"gpt-4o",0.0,0.6666667,0.9528417
47,9,"gpt-4o",0.3482766,0.74418604,0.94472843
48,0,"gpt-4o",0.30606306,0.58536583,0.94111544
48,1,"gpt-4o",0.23124462,0.5925926,0.93939847
48,2,"gpt-4o",0.14581709,0.4651163,0.9324953
48,3,"gpt-4o",0.23359351,0.73770493,0.9426304
48,4,"gpt-4o",0.7171885,0.8727273,0.97068936
48,5,"gpt-4o",0.8423627,1.0,0.9931464
48,6,"gpt-4o",0.29263946,0.6666667,0.9436317
48,7,"gpt-4o",0.59460354,1.0,0.9877242
48,8,"gpt-4o",0.0,0.18181819,0.8797091
48,9,"gpt-4o",0.0,0.123893805,0.84632546
49,0,"gpt-4o",0.7352082,0.9230769,0.9864753
49,1,"gpt-4o",0.40525877,0.72,0.93974966
49,2,"gpt-4o",0.17226253,0.4878049,0.93083227
49,3,"gpt-4o",0.85547596,0.9777778,0.9913408
49,4,"gpt-4o",0.2250266,0.5,0.9151439
49,5,"gpt-4o",0.8423627,1.0,0.99366903
49,6,"gpt-4o",0.0,0.12,0.844394
49,7,"gpt-4o",0.0,0.54545456,0.936106
49,8,"gpt-4o",0.0,0.18518518,0.88191134
49,9,"gpt-4o",0.27550533,0.6226415,0.9311847
50,0,"gpt-4o",0.8293181,0.96875,0.9898325
50,1,"gpt-4o",1.0,1.0,0.99999994
50,2,"gpt-4o",0.14306909,0.54545456,0.8980919
50,3,"gpt-4o",0.0,0.4,0.9322601
50,4,"gpt-4o",0.0,0.54545456,0.9339182
50,5,"gpt-4o",0.8265168,0.9166667,0.9760463
50,6,"gpt-4o",0.19282933,0.47457626,0.92202264
50,7,"gpt-4o",0.36282414,0.94736844,0.9633667
50,8,"gpt-4o",0.0,0.5714286,0.9287834
50,9,"gpt-4o",0.21541989,0.635514,0.9302807
51,0,"gpt-4o",0.4490518,0.7761194,0.9669973
51,1,"gpt-4o",1.0,1.0,0.9999998
51,2,"gpt-4o",0.14667048,0.5,0.9299962
51,3,"gpt-4o",0.19903375,0.7076923,0.9220206
51,4,"gpt-4o",0.77951497,0.9056604,0.9746751
51,5,"gpt-4o",0.8423627,1.0,0.9931791
51,6,"gpt-4o",0.19715704,0.76744187,0.95345134
51,7,"gpt-4o",0.59460354,1.0,0.9879457
51,8,"gpt-4o",0.0,0.6666667,0.9528417
51,9,"gpt-4o",0.21296275,0.62222224,0.9183774
52,0,"gpt-4o",0.5325738,0.7878788,0.9664671
52,1,"gpt-4o",0.5877284,0.9,0.9801069
52,2,"gpt-4o",0.20855725,0.57894737,0.93042815
52,3,"gpt-4o",0.43404815,0.779661,0.96159256
52,4,"gpt-4o",0.47753918,0.71428573,0.943302
52,5,"gpt-4o",0.0,0.4827586,0.90165436
52,6,"gpt-4o",0.2688762,0.70422536,0.9527029
52,7,"gpt-4o",0.32019117,0.9,0.9595533
52,8,"gpt-4o",0.0,0.6666667,0.9528417
52,9,"gpt-4o",0.18404506,0.51968503,0.9242106
53,0,"gpt-4o",1.0,1.0,1.0
53,1,"gpt-4o",0.5873949,1.0,0.990374
53,2,"gpt-4o",0.12087525,0.5,0.9273812
53,3,"gpt-4o",0.25396058,0.42028984,0.92194283
53,4,"gpt-4o",0.4816198,0.7346939,0.95563173
53,5,"gpt-4o",0.08611161,0.39215687,0.88958704
53,6,"gpt-4o",0.3533503,0.7816092,0.96550965
53,7,"gpt-4o",0.28256774,0.85714287,0.9635543
53,8,"gpt-4o",1.0,1.0,0.9999999
53,9,"gpt-4o",0.23083965,0.57391304,0.9221669
54,0,"gpt-4o",0.8958039,0.9811321,0.9947418
54,1,"gpt-4o",1.0,1.0,0.99999994
54,2,"gpt-4o",0.0,0.19607843,0.8412288
54,3,"gpt-4o",0.3377851,0.76119405,0.95140016
54,4,"gpt-4o",0.6164266,0.7826087,0.9727084
54,5,"gpt-4o",0.0,0.42424244,0.90224403
54,6,"gpt-4o",0.48950619,0.7380952,0.95895123
54,7,"gpt-4o",0.28256774,0.85714287,0.9635543
54,8,"gpt-4o",0.0,0.6666667,0.9528417
54,9,"gpt-4o",0.2793507,0.7479675,0.952199
55,0,"gpt-4o",0.3826567,0.73239434,0.95346653
55,1,"gpt-4o",0.70168793,0.90909094,0.9937474
55,2,"gpt-4o",0.14686376,0.35897437,0.8550321
55,3,"gpt-4o",0.21236351,0.8125,0.91966724
55,4,"gpt-4o",0.26940295,0.5,0.91245466
55,5,"gpt-4o",0.8423627,1.0,0.9931791
55,6,"gpt-4o",0.13985428,0.70886075,0.94796574
55,7,"gpt-4o",0.59460354,1.0,0.9879457
55,8,"gpt-4o",0.0,0.5714286,0.9306741
55,9,"gpt-4o",0.40330356,0.8344371,0.938504
56,0,"gpt-4o",0.36323717,0.73015875,0.9547563
56,1,"gpt-4o",0.0,0.32,0.8843792
56,2,"gpt-4o",0.22118947,0.5263158,0.9278576
56,3,"gpt-4o",0.30362725,0.7241379,0.9511005
56,4,"gpt-4o",0.74735755,0.93333334,0.9766907
56,5,"gpt-4o",1.0,1.0,1.0
56,6,"gpt-4o",0.4164152,0.78571427,0.96336496
56,7,"gpt-4o",0.28256774,0.85714287,0.9621576
56,8,"gpt-4o",0.0,0.6666667,0.9528417
56,9,"gpt-4o",0.0,0.12658228,0.83658135
57,0,"gpt-4o",0.70285004,0.9056604,0.9911748
57,1,"gpt-4o",1.0,1.0,0.9999999
57,2,"gpt-4o",0.1449773,0.52380955,0.9292544
57,3,"gpt-4o",0.4852469,0.7846154,0.9677606
57,4,"gpt-4o",0.26940295,0.5,0.915154
57,5,"gpt-4o",1.0,1.0,1.0
57,6,"gpt-4o",0.1749858,0.5753425,0.93035907
57,7,"gpt-4o",0.59460354,1.0,0.9879457
57,8,"gpt-4o",0.0,0.6666667,0.9528417
57,9,"gpt-4o",0.21467037,0.54545456,0.89789987
59,0,"gpt-4o",0.36323717,0.73015875,0.95457757
59,1,"gpt-4o",1.0,1.0,0.9999998
59,2,"gpt-4o",0.14581709,0.4651163,0.9294494
59,3,"gpt-4o",0.27041253,0.7118644,0.9562945
59,4,"gpt-4o",0.65563977,0.8627451,0.966631
59,5,"gpt-4o",0.8265168,1.0,0.9925594
59,6,"gpt-4o",0.15804657,0.7532467,0.95697254
59,7,"gpt-4o",0.28256774,0.85714287,0.9621576
59,8,"gpt-4o",0.0,0.6666667,0.9528417
59,9,"gpt-4o",0.32911667,0.74242425,0.94145364
60,0,"gpt-4o",0.5276978,0.73333335,0.9543544
60,1,"gpt-4o",0.791262,0.9444444,0.9871573
60,2,"gpt-4o",0.13773888,0.45454547,0.9301252
60,3,"gpt-4o",0.3838646,0.8037383,0.96262574
60,4,"gpt-4o",0.41850728,0.64285713,0.9424628
60,5,"gpt-4o",0.0,0.53846157,0.9093029
60,6,"gpt-4o",0.36432537,0.79518074,0.9603711
60,7,"gpt-4o",0.28256774,0.85714287,0.9635543
60,8,"gpt-4o",0.0,0.6666667,0.9528417
60,9,"gpt-4o",0.268889,0.6037736,0.9096866
61,0,"gpt-4o",0.58085537,0.84,0.9672351
61,1,"gpt-4o",0.70168793,0.90909094,0.9937474
61,2,"gpt-4o",0.22840552,0.5945946,0.9341312
61,3,"gpt-4o",0.27095664,0.59130436,0.93722904
61,4,"gpt-4o",0.4125695,0.6923077,0.94429356
61,5,"gpt-4o",0.8423627,1.0,0.9931791
61,6,"gpt-4o",0.14165923,0.6756757,0.9437269
61,7,"gpt-4o",0.59460354,1.0,0.9879457
61,8,"gpt-4o",0.0,0.7692308,0.9586556
61,9,"gpt-4o",0.32381853,0.7047619,0.94504833
62,0,"gpt-4o",1.0,1.0,1.0
62,1,"gpt-4o",0.49002025,0.9166667,0.9760308
62,2,"gpt-4o",0.22118947,0.5263158,0.9278576
62,3,"gpt-4o",0.44090283,0.7863248,0.9618229
62,4,"gpt-4o",0.2315289,0.46153846,0.9159793
62,5,"gpt-4o",1.0,1.0,1.0000001
62,6,"gpt-4o",0.0,0.27450982,0.86774087
62,7,"gpt-4o",0.0,0.6086956,0.94931465
62,8,"gpt-4o",0.0,0.7692308,0.9586556
62,9,"gpt-4o",0.24254215,0.5504587,0.92389584
63,0,"gpt-4o",0.821136,0.962963,0.99366134
63,1,"gpt-4o",0.59694916,0.8888889,0.9924152
63,2,"gpt-4o",0.0,0.2173913,0.84178215
63,3,"gpt-4o",0.38246047,0.609375,0.95802224
63,4,"gpt-4o",0.08182547,0.35,0.8844463
63,5,"gpt-4o",0.8265168,1.0,0.9925594
63,6,"gpt-4o",0.12354633,0.5974026,0.93534225
63,7,"gpt-4o",0.59460354,1.0,0.9879457
63,8,"gpt-4o",0.0,0.6666667,0.9528417
63,9,"gpt-4o",0.22127494,0.5981308,0.92203355
64,0,"gpt-4o",0.32685143,0.65,0.94952995
64,1,"gpt-4o",0.8492327,0.94736844,0.9956856
64,2,"gpt-4o",0.55843604,0.7346939,0.95959735
64,3,"gpt-4o",0.0,0.4,0.9301795
64,4,"gpt-4o",0.5578538,0.8,0.9645071
64,5,"gpt-4o",0.8423627,1.0,0.99346596
64,6,"gpt-4o",0.10103674,0.45454547,0.90187705
64,7,"gpt-4o",0.59460354,1.0,0.98778814
64,8,"gpt-4o",0.0,0.5714286,0.9277128
64,9,"gpt-4o",0.23784178,0.6769231,0.9372438
65,0,"gpt-4o",0.39624542,0.71875,0.95950854
65,1,"gpt-4o",0.35738802,0.8,0.9734447
65,2,"gpt-4o",0.22840552,0.5945946,0.93361455
65,3,"gpt-4o",0.43878552,0.7826087,0.96144474
65,4,"gpt-4o",0.4125695,0.7307692,0.94770205
65,5,"gpt-4o",0.1225915,0.3902439,0.8749779
65,6,"gpt-4o",0.44046018,0.8095238,0.96496004
65,7,"gpt-4o",0.59460354,1.0,0.9879457
65,8,"gpt-4o",0.0,0.6666667,0.9528417
65,9,"gpt-4o",0.3864765,0.7903226,0.9473208
66,0,"gpt-4o",0.43727434,0.7096774,0.9606194
66,1,"gpt-4o",1.0,1.0,0.9999999
66,2,"gpt-4o",0.1449773,0.52380955,0.9291394
66,3,"gpt-4o",0.33747485,0.70689654,0.94612944
66,4,"gpt-4o",0.65563977,0.84615386,0.96519345
66,5,"gpt-4o",0.8423627,1.0,0.9931791
66,6,"gpt-4o",0.30498913,0.76744187,0.9603224
66,7,"gpt-4o",0.28256774,0.85714287,0.9635543
66,8,"gpt-4o",0.0,0.6666667,0.9528417
66,9,"gpt-4o",0.17572053,0.62992126,0.9191284
67,0,"gpt-4o",1.0,1.0,1.0
67,1,"gpt-4o",0.3636227,0.5833333,0.9508019
67,2,"gpt-4o",0.26130447,0.5,0.93024325
67,3,"gpt-4o",0.33464932,0.6857143,0.9457712
67,4,"gpt-4o",0.60546577,0.8181818,0.96065086
67,5,"gpt-4o",0.8423627,1.0,0.99295104
67,6,"gpt-4o",0.20310342,0.6666667,0.93914074
67,7,"gpt-4o",0.59460354,1.0,0.987916
67,8,"gpt-4o",0.0,0.6666667,0.9500614
67,9,"gpt-4o",0.29463926,0.73394495,0.9516157
68,0,"gpt-4o",0.6153558,0.8695652,0.9768583
68,1,"gpt-4o",1.0,1.0,0.9999999
68,2,"gpt-4o",0.14581709,0.4651163,0.9285542
68,3,"gpt-4o",0.34223074,0.7154471,0.9623966
68,4,"gpt-4o",0.6750915,0.8372093,0.9700516
68,5,"gpt-4o",0.8555262,1.0,0.9933529
68,6,"gpt-4o",0.39475343,0.83516484,0.97268635
68,7,"gpt-4o",0.32019117,0.9,0.96085954
68,8,"gpt-4o",0.0,0.5714286,0.92851895
68,9,"gpt-4o",0.2726763,0.72727275,0.9482267
69,0,"gpt-4o",1.0,1.0,1.0
69,1,"gpt-4o",0.0,0.16,0.87825227
69,2,"gpt-4o",0.0,0.21428572,0.846959
69,3,"gpt-4o",0.69513106,0.90434784,0.9679279
69,4,"gpt-4o",0.77951497,0.9433962,0.98053133
69,5,"gpt-4o",0.8423627,1.0,0.9931791
69,6,"gpt-4o",0.22659734,0.64102566,0.94139326
69,7,"gpt-4o",0.59460354,1.0,0.9879457
69,8,"gpt-4o",0.0,0.6666667,0.9528417
69,9,"gpt-4o",0.3195051,0.74418604,0.9604006
70,0,"gpt-4o",0.5232935,0.77922076,0.9646762
70,1,"gpt-4o",0.57575756,0.85714287,0.96709687
70,2,"gpt-4o",0.72925717,0.8695652,0.99039555
70,3,"gpt-4o",0.23727417,0.6956522,0.958572
70,4,"gpt-4o",0.46846035,0.75555557,0.9502594
70,5,"gpt-4o",0.8423627,1.0,0.9922922
70,6,"gpt-4o",0.45446643,0.48979592,0.94113624
70,7,"gpt-4o",0.28256774,0.85714287,0.962937
70,8,"gpt-4o",0.0,0.5714286,0.9290604
70,9,"gpt-4o",0.05778112,0.45833334,0.9122862
71,0,"gpt-4o",0.6333186,0.9189189,0.98157775
71,1,"gpt-4o",0.8153551,0.9375,0.99084353
71,2,"gpt-4o",0.14581709,0.4651163,0.92700654
71,3,"gpt-4o",0.3102044,0.62608695,0.95743865
71,4,"gpt-4o",0.49222615,0.6792453,0.9558953
71,5,"gpt-4o",0.8265168,1.0,0.9923326
71,6,"gpt-4o",0.38684347,0.8433735,0.9664986
71,7,"gpt-4o",0.59460354,1.0,0.9879457
71,8,"gpt-4o",0.0,0.6666667,0.9528417
71,9,"gpt-4o",0.49895263,0.752,0.9519397
72,0,"gpt-4o",0.6176324,0.82051283,0.960697
72,1,"gpt-4o",0.3438931,0.8181818,0.96227187
72,2,"gpt-4o",0.44803044,0.78571427,0.9798419
72,3,"gpt-4o",0.0,0.3846154,0.93553114
72,4,"gpt-4o",0.0,0.2857143,0.9138646
72,5,"gpt-4o",0.629813,0.9655172,0.9740865
72,6,"gpt-4o",0.27606973,0.6122449,0.9602615
72,7,"gpt-4o",0.59460354,1.0,0.9873896
72,8,"gpt-4o",0.0,0.21052632,0.87949276
72,9,"gpt-4o",0.39479256,0.8292683,0.9219253
73,0,"gpt-4o",0.8912371,0.98039216,0.9935544
73,1,"gpt-4o",1.0,1.0,1.0
73,2,"gpt-4o",0.1587747,0.5365854,0.92810434
73,3,"gpt-4o",0.2907367,0.63247865,0.94935745
73,4,"gpt-4o",0.6502109,0.80701756,0.9702888
73,5,"gpt-4o",0.8423627,1.0,0.99346596
73,6,"gpt-4o",0.20033641,0.6933333,0.94930714
73,7,"gpt-4o",0.59460354,1.0,0.9877949
73,8,"gpt-4o",0.0,0.6666667,0.9500606
73,9,"gpt-4o",0.24959579,0.736,0.9505308
74,0,"gpt-4o",0.7608566,0.96,0.9909598
74,1,"gpt-4o",0.0,0.3125,0.905267
74,2,"gpt-4o",0.15848918,0.47619048,0.92735463
74,3,"gpt-4o",0.2776593,0.6451613,0.9449059
74,4,"gpt-4o",0.42988107,0.7346939,0.9614323
74,5,"gpt-4o",0.8423627,1.0,0.99366903
74,6,"gpt-4o",0.12800357,0.5479452,0.9289791
74,7,"gpt-4o",0.0,0.24,0.918293
74,8,"gpt-4o",0.0,0.6666667,0.9528417
74,9,"gpt-4o",0.21921988,0.71428573,0.94284326
75,0,"gpt-4o",1.0,1.0,1.0
75,1,"gpt-4o",1.0,1.0,1.0
75,2,"gpt-4o",0.0,0.21818182,0.84757936
75,3,"gpt-4o",0.2678054,0.656,0.93171155
75,4,"gpt-4o",0.622863,0.8,0.9672697
75,5,"gpt-4o",0.8423627,1.0,0.9931791
75,6,"gpt-4o",0.30644658,0.76744187,0.96030444
75,7,"gpt-4o",0.59460354,1.0,0.9879457
75,8,"gpt-4o",0.0,0.6666667,0.9528417
75,9,"gpt-4o",0.2537601,0.739726,0.9508438
76,0,"gpt-4o",0.51169133,0.7761194,0.968019
76,1,"gpt-4o",1.0,1.0,0.9999998
76,2,"gpt-4o",0.20350413,0.51282054,0.93379533
76,3,"gpt-4o",0.20789543,0.5323741,0.9211819
76,4,"gpt-4o",0.5709854,0.7659575,0.9649943
76,5,"gpt-4o",0.8666416,1.0,0.9941981
76,6,"gpt-4o",0.36347568,0.7906977,0.95968354
76,7,"gpt-4o",0.28256774,0.85714287,0.9621576
76,8,"gpt-4o",0.0,0.6666667,0.9528417
76,9,"gpt-4o",0.19360079,0.5,0.90116495
77,0,"gpt-4o",0.36208034,0.7076923,0.95498776
77,1,"gpt-4o",0.35084397,0.8,0.97450894
77,2,"gpt-4o",0.1341582,0.45454547,0.93036765
77,3,"gpt-4o",0.4188215,0.74418604,0.96688855
77,4,"gpt-4o",0.5541681,0.8076923,0.96370375
77,5,"gpt-4o",1.0,1.0,1.0000001
77,6,"gpt-4o",0.5089874,0.8888889,0.9770506
77,7,"gpt-4o",0.28256774,0.85714287,0.9621576
77,8,"gpt-4o",0.0,0.6666667,0.9528417
77,9,"gpt-4o",0.3674365,0.8032787,0.95336294
78,0,"gpt-4o",0.4431248,0.7619048,0.9622635
78,1,"gpt-4o",0.59694916,0.8888889,0.98180497
78,2,"gpt-4o",0.22118947,0.5263158,0.9348643
78,3,"gpt-4o",0.25519308,0.68292683,0.9486525
78,4,"gpt-4o",0.4125695,0.6923077,0.94429356
78,5,"gpt-4o",0.20269369,0.6666667,0.93910635
78,6,"gpt-4o",0.26729915,0.8192771,0.95584226
78,7,"gpt-4o",0.59460354,1.0,0.9879457
78,8,"gpt-4o",0.0,0.6666667,0.9528417
78,9,"gpt-4o",0.312767,0.8411215,0.9545535
79,0,"gpt-4o",0.45331824,0.7619048,0.96492696
79,1,"gpt-4o",0.0,0.2580645,0.8755352
79,2,"gpt-4o",0.17388521,0.55,0.93222004
79,3,"gpt-4o",0.409944,0.72440946,0.9625263
79,4,"gpt-4o",0.68853265,0.84615386,0.97462744
79,5,"gpt-4o",0.8423627,1.0,0.9923278
79,6,"gpt-4o",0.35434625,0.7816092,0.97022235
79,7,"gpt-4o",0.59460354,1.0,0.9879457
79,8,"gpt-4o",0.0,0.6666667,0.9528417
79,9,"gpt-4o",0.27842066,0.61403507,0.9271746
80,0,"gpt-4o",0.5405626,0.7936508,0.9637872
80,1,"gpt-4o",1.0,1.0,1.0
80,2,"gpt-4o",0.14581709,0.4651163,0.9324953
80,3,"gpt-4o",0.46713084,0.75714284,0.95511246
80,4,"gpt-4o",0.49730265,0.8076923,0.9719214
80,5,"gpt-4o",0.8555262,1.0,0.9930468
80,6,"gpt-4o",0.3057747,0.77272725,0.9599405
80,7,"gpt-4o",0.28256774,0.85714287,0.9622637
80,8,"gpt-4o",0.0,0.6666667,0.95133424
80,9,"gpt-4o",0.29577136,0.63793105,0.93642306
81,0,"gpt-4o",0.45771948,0.75,0.9661112
81,1,"gpt-4o",0.35738802,0.8,0.9734447
81,2,"gpt-4o",0.1587747,0.5365854,0.9293364
81,3,"gpt-4o",0.36618188,0.768,0.9531738
81,4,"gpt-4o",0.08182547,0.35,0.8844463
81,5,"gpt-4o",0.8423627,1.0,0.9931791
81,6,"gpt-4o",0.39713374,0.8043478,0.96965134
81,7,"gpt-4o",0.28256774,0.85714287,0.9621576
81,8,"gpt-4o",0.0,0.7692308,0.9586556
81,9,"gpt-4o",0.27104518,0.75714284,0.94539547
82,0,"gpt-4o",0.50423884,0.5964912,0.9381545
82,1,"gpt-4o",0.5706746,0.90909094,0.9790784
82,2,"gpt-4o",0.1449773,0.52380955,0.92847496
82,3,"gpt-4o",0.7083475,0.9166667,0.9766332
82,4,"gpt-4o",0.41850728,0.6666667,0.943454
82,5,"gpt-4o",0.8423627,1.0,0.99366903
82,6,"gpt-4o",0.0,0.17777778,0.85784733
82,7,"gpt-4o",0.28256774,0.85714287,0.9635543
82,8,"gpt-4o",0.0,0.7692308,0.9586556
82,9,"gpt-4o",0.1537161,0.5254237,0.91694343
83,0,"gpt-4o",0.5515954,0.7878788,0.97086805
83,1,"gpt-4o",1.0,1.0,1.0
83,2,"gpt-4o",0.14581709,0.4651163,0.9309658
83,3,"gpt-4o",0.23583166,0.63247865,0.9381379
83,4,"gpt-4o",0.65563977,0.84615386,0.9644802
83,5,"gpt-4o",0.8423627,1.0,0.9931791
83,6,"gpt-4o",0.0,0.14545454,0.85239446
83,7,"gpt-4o",0.28256774,0.85714287,0.9635543
83,8,"gpt-4o",0.0,0.6666667,0.9528417
83,9,"gpt-4o",0.21985078,0.58064514,0.9233664
84,0,"gpt-4o",0.9157104,0.9846154,0.99841624
84,1,"gpt-4o",0.6997522,0.9230769,0.98001146
84,2,"gpt-4o",0.18723284,0.5,0.9336503
84,3,"gpt-4o",0.47202626,0.79646015,0.97004294
84,4,"gpt-4o",0.6221595,0.85714287,0.9660731
84,5,"gpt-4o",0.8423627,1.0,0.9923162
84,6,"gpt-4o",0.39809993,0.7816092,0.9589068
84,7,"gpt-4o",0.59460354,1.0,0.98760825
84,8,"gpt-4o",0.0,0.6666667,0.95133424
84,9,"gpt-4o",0.335437,0.6779661,0.9410844
85,0,"gpt-4o",0.8912371,0.98039216,0.9965134
85,1,"gpt-4o",1.0,1.0,0.99999994
85,2,"gpt-4o",0.0,0.16666667,0.85554266
85,3,"gpt-4o",0.0,0.32258064,0.87974066
85,4,"gpt-4o",0.25881734,0.5,0.9115333
85,5,"gpt-4o",0.8555262,1.0,0.9922748
85,6,"gpt-4o",0.20692734,0.56,0.92125046
85,7,"gpt-4o",0.28256774,0.85714287,0.96825105
85,8,"gpt-4o",0.0,0.6666667,0.95133424
85,9,"gpt-4o",0.28667614,0.671875,0.94296914
86,0,"gpt-4o",0.27510932,0.6086956,0.94579583
86,1,"gpt-4o",1.0,1.0,0.9999998
86,2,"gpt-4o",0.22118947,0.5263158,0.9348643
86,3,"gpt-4o",0.48364925,0.78504676,0.972386
86,4,"gpt-4o",0.6888075,0.8636364,0.9756578
86,5,"gpt-4o",0.8423627,1.0,0.9931791
86,6,"gpt-4o",0.45816797,0.8666667,0.9756117
86,7,"gpt-4o",0.59460354,1.0,0.9879457
86,8,"gpt-4o",0.45480192,0.85714287,0.9705667
86,9,"gpt-4o",0.3021457,0.72380954,0.9456359
87,0,"gpt-4o",0.32685143,0.6666667,0.9459546
87,1,"gpt-4o",0.79465485,0.9444444,0.98787206
87,2,"gpt-4o",0.1341582,0.45454547,0.92858106
